Click to return to Instruction Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ID,Year,Hospital,street address,City,Zip Code,Health Service Area,Hospital Planning Area,County,Ownership Type,Ownership Detail,Specialized Hospital Characteristics,,Hospital Classification,,,,Administrator,,,,Date Received,Contact Person,,,,Hospital Operator,Physical Plant Owner,Management Contracts,,,Facility Comments,Agency Comments Displayed on Facility Profiles,Data Certification,,,Community Health Needs Assessment
2642,2016,St. Mary's Hospital,400 North Pleasant Avenue,Centralia,62801,5,F-04,Marion,Church-Related,,,,General Hospital,,,,John Sigsbury,President,618-436-6205,John.Sigsbury@ssmhealth.com,3/16/17,Stephanie Remer,Financial Analyst,618-436-8849,Stephanie.Remer@ssmhealth.com,SSM Health,"St. Mary's Hospital, Centralia IL",,,"Midwest Emergency Department Services, Inc.",,,John Sigsbury,President,3/16/17,http://www.smgsi.com/Pages/CHNA.aspx
4762,2016,Streamwood Hospital,1400 E. Irving Park Road,Streamwood,60107-0320,7,A-07,Cook,For Profit Corporation,,,,,,,Psychiatric Hospital,Ronald J.Weglarz,Chief Executive Officer,630-483-5578,ronald.weglarz@uhsinc.com,3/20/17,Loren Long,Executive Administrative Assist. to CEO,630-483-5577,loren.long@uhsinc.com,"BHC, Streamwood Hospital, Inc.","BHC, Streamwood Hospital, Inc.",,,,,,Ronad J. Weglarz,Chief Executive Officer,3/20/17,
2725,2016,Swedish American Hospital,1401 E State Street,Rockford,61104,1,B-01,Winnebago,Not for Profit Corporation (Not Church-Related),,,,,,,,"ANN GANTZER, PHD","VP, Patient Services",815-961-2030,agantzer@swedishamerican.org,3/24/17,Christie Getzelman,Financial Analyst,779-696-7312,cgetzelman@swedishamerican.org,SWEDISHAMERICAN HOSPITAL,SWEDISHAMERICAN HOSPITAL,Rosecrance,,Infinity Healthcare,"CY2016 SAH – Rockford Footnotes                                              P2-The SwedishAmerican Regional Cancer Center (SARCC) opened in Oct 2013 offering professional and outpatient (OP) services such as medical oncology, chemotherapy, and infusion; advanced radiation therapy; and medical imaging at one provider-based location. It’s clinical and financial activities are incorporated within the appropriate lines of the SAH-Rockford survey.   P9.Q.VIII Emergency/Trauma- Trauma counts are consistent with trauma ICD-10 Dx Code definitions for CY16.  Admitted patients from SAMC Belvidere that required specialized IP care were transferred via ambulance to SAH Rockford for their IP stay.  These admissions were included in the Belvidere survey and not in the Rockford counts.  P10.Q.IX.B-Outpatient Visits. These are OP visits at the cancer center and also includes satellite Providers’ office clinic visits.  Internally generated financial statements track the profitability of the satellite office clinics sites separately.  The satellite office clinics revenue and associated allowances are not included below in Q.X. or on pg 16 Part II Q2.    P15-Capital Exp.-The following projects have a total budget in excess of $350K and FY16 expenditures, respectively:  Integrated Human Resources Phase 2 ($600,000,$216,162),3.0 Tesla MRI Replace ($2,575,000,$2,660,555),Budget System ($500,000,$209,361),Interventional Rad Room ($2,897,468,$2,022,742),SAMG Byron Development ($3,823,400,$1,793,124).  P16.Q.2 Net Revenues -Amounts reported do not include adjustments for bad debt.  AICPA guidelines classify bad debt allowances and write-offs as a component of net revenue for financial statement purposes. The amounts were filed without them as survey guidance does not reflect that inclusion language. Total Bad Debt Expense for SAH and SARCC for FY16 was $26,473,500.  P17.Community Benefits- Information can be found in the annual 'Community Benefit Plan Report', filed with the State of Illinois and available to the public.  In addition to providing uncompensated care to indigent patients under the Medicaid program and other patients who are unable to pay for services, the Hospital incurs and commits significant time and financial resources through programs oriented to the economically disadvantaged, medically underserved, and elderly, as well as the community at large, including health education for the public and professionals (about prevention, detection, and treatment of cancer and heart disease).   Community benefits for SAMC Belvidere are reported as a part of the community benefit report filed under SwedishAmerican Hospital (Rockford)’s FEIN.",,Ann Gantzer,"VP, Patient Services",3/24/17,http://www.swedishamerican.org/about/chna/
2717,2016,Swedish Covenant Hospital,5145 North California Avenue,Chicago,60625,6,A-01,Cook,Church-Related,,,,General Hospital,,,,Anthony Guaccio,President/CEO,773-878-8200 ext.1000,aguccio@schosp.org,3/17/17,Robert Knautz,Sr. Director Decision Support,773-878-8200 ext. 1889,rknautz@schosp.org,Swedish Covenant Hospital,Swedish Covenant Hospital,,,,,,Rob Knautz,Sr. Director Decision Support,3/17/17,http://swedishcovenant.healthforecast.net/
5504,2016,SwedishAmerican Medical Center - Belvidere,1625 South State Street,Belvidere,61008,1,B-01,Boone,Not for Profit Corporation (Not Church-Related),,,,,,,,Dawna Menke,Administrator SAMC-B,815-544-1390,dmenke@swedishamerican.org,3/21/17,Christie Getzelman,Financial Analyst,779-696-7312,cgetzelman@swedishamerican.org,SWEDISHAMERICAN HOSPITAL,SWEDISHAMERICAN HOSPITAL,,,UIC Emergency Physicians,"Pg 8: Q.IIIA Class B – Non-dedicated procedure room volumes do not include procedure data related to ER.  Pg 9: Q.VIII Emergency/Trauma Care - Trauma care counts are consistent with trauma ICD-10 Dx Code definitions for CY2016.  The  subset of patients who were admitted and required specialized inpatient care were transferred via ambulance to SwedishAmerican Hospital Rockford for their inpatient stay.  Pg 16: Q.2 Inpatient and Outpatient Net Revenues During Your Reported Fiscal Year by Payor - Amounts reported do not include adjustments for bad debt.  AICPA guidelines were recently changed to classify bad debt allowances and write-offs as a component of net revenue for financial statement purposes; however, survey guidance does not reflect that inclusion language.  Therefore, the amounts were filed without them. Total Bad Debt Expense for FY16 was $3,531,876.  Pg 17: Community Benefits:  Information can be found in the annual 'Community Benefit Plan Report', which is filed with the State of Illinois and which is available to the public.  In addition to providing uncompensated care to indigent patients under the Medicaid program and other patients who are unable to pay for services, the Hospital incurs and commits significant time and financial resources through programs oriented to the economically disadvantaged, medically underserved, and elderly, as well as the community at large, including health education for the public and professionals (about prevention, detection, and treatment of cancer and heart disease).   Community benefits for SwedishAmerican Medical Center Belvidere are reported as a part of the community benefit report  filed under SwedishAmerican Hospital (Rockford)’s FEIN.",,Dawna Menke,Administrator,3/17/17,http://www.swedishamerican.org/about/chna/
5447,2016,Taylorville Memorial Hospital,201 East Pleasant Street,Taylorville,62568,3,E-01,Christian,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,KIM BOURNE,PRESIDENT AND CEO,217-824-1600,BOURNE.KIM@MHSIL.COM,3/2/17,Joe Enlow,SR ACCOUNTANT,217-824-1346,enlow.joseph@mhsil.com,TAYLORVILLE MEMORIAL HOSPITAL,TAYLORVILLE MEMORIAL HOSPITAL,,,MIDWEST EMERGENCY SERVICES,,,JOE ENLOW,SR ACCOUNTANT,3/2/17,WWW.CHOOSEMEMORIAL.ORG
4689,2016,The Pavilion Foundation,809 West Church Street,Champaign,61820,4,D-01,Champaign,Not for Profit Corporation (Not Church-Related),,,,,,,Psychiatric Hospital,Joseph Sheehy,CEO,217-373-1701,joe.sheehy@uhsinc.com,3/10/17,Joe Sheehy,,,joe.sheehy@uhsinc.com,The Pavilion Foundation Hospital,Universal Health Services,,,,,,Joseph Sheehy,CEO,3/10/17,
2782,2016,Thomas H. Boyd Memorial Hospital,800 School Street,Carrollton,62016,3,E-03,Greene,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Deborah Campbell,CEO,217-942-6946,dcampbell@boydhcs.org,3/17/17,Deborah Campbell,CEO,217-942-6949,dcampbell@boydhcs.org,Thomas H. Boyd Memorial Hospital,Thomas H. Boyd Memorial Hospital,,,,,,Deborah Campbell,CEO,3/17/17,www.boydhcs.org
5371,2016,Thorek Memorial Hospital,850 West Irving Park Road,Chicago,60613,6,A-01,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Edward Budd,President/CEO,773-975-6705,nedb@thorek.org,4/17/17,Cynthia Barrera,Administrative Assistant to President/CEO,773-975-6867,c@thorek.org,Thorek Memorial Hospital,Thorek Memorial Hospital,,Vital Rehabilitation,Chicago Central Emergency Physicians,,,Edward Budd,President/CEO,3/27/17,
4523,2016,Touchette Regional Hospital,5900 Bond Avenue,Centreville,62207,11,F-01,St. Clair,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Sulbrena Day,Chief Operating Officer,618-332-5294,sday@touchette.org,3/17/17,John Kunkel,Controller,618-332-5420,jkunkel@touchette.org,"Touchette Regional Hospital, Inc.","Touchette Regional Hospital, Inc.",Special Care Hospital Management,"Professional Therapy Services, Inc.",,,,Shannon Tesio,Director of Finance,3/17/17,http://www.touchette.org/images/CNA2016.pdf
5454,2016,UHS Hartgrove Hospital,5730 West Roosevelt RD.,Chicago,60644,6,A-02,Cook,For Profit Corporation,,,,,,,,Steven Airhart,Chief Executive Officer,733-413-1800,steven.airhart@uhsinc.com,3/21/17,Maria Zaragoza,Executive Assistant,773-413-1801,maria.zaragoza@uhsinc.com,Hartgrove Hospital,Universal health Services,,,,,,Steven Airhart,Chief Executive Officer,3/21/17,
5421,2016,Union County Hospital,517 North Main Street,Anna,62906,5,F-07,Union,For Profit Corporation,,Critical Access Hospital,,General Hospital,,,,James R. Farris,Chief Executive Officer,"618-833-4511, ext. 4533",jim_farris@quorumhealth.com,3/7/17,Terry Paligo,Chief Financial Officer,618-833-4357,terry_paligo@QuorumHealth.com,Anna Hospital Corporation dba Union County Hospita,Union County Hospital District,,,,,,Terry J. Paligo,Chief Financial Officer,3/7/16,
5140,2016,UnityPoint Health - Trinity Moline,500 John Deere Road,Moline,61265,10,C-05,Rock Island,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Ginger Renkiewicz,"Executive Vice President, Chief Operating Officer/",309-779-2904,ginger.renkiewicz@unitypoint.org,3/13/17,Mike Nesseler,Data Analyst,309-779-2310,Mike.Nesseler@unitypoint.org,UnityPoint Health - Trinity Moline,UnityPoint Health - Trinity,,,,"Part I Question II (Page 6)       Web address provided takes you to the CHNA Executive Summary and Community Health Improvement Plan.    Part I Question III Surgical Hours (Page 7)        Current IT platform has no way of calculating room turn time.  For the purposes of this survey, an average of 30 minutes per case has been added to factor in cleanup/set up of surgical cases.  Part I Question III Operating Rooms (Class C)       This campus has 6 class C operating rooms and 2 minor procedure rooms.  In previous years, the minor procedure rooms were inaccurately captured in the OR count and surgical hours data was captured through cost center information.  Part I Question IIIA surgical Procedures, Invasive, Non OR (Page 8)       Pain Management procedures – Minor pain procedures are performed with fluoroscopy, but according to the survey’s definition, these procedures would not qualify in this section.  We do not perform procedures “in conjunction with oral, parenteral, or IV sedation or under analgesic or dissociative drugs” in these rooms.   Part I Question XI (Page 10)       We provide our own lab service since 7/31/2016.  Part I Question XII A2       Nuclear Medicine was consolidated on the Rock Island Campus  Part I Question XII# 8a & 8b (Page 11)       Angiography Section – Per the definitions provided by the State, this is to include all angiographies.  So all CT Angiographies (CTAs) are included in this section.    Note that CT Angios are performed on the CT Scanner.  Part 1 Question VIII Section F (Page 9) Number of admissions to the hospital.       It should be noted that the number populated on page 9 reflects the number of admissions to Trinity Moline from Trinity Moline’s Emergency Department (ie.124).  The majority of admissions that stemmed from Trinity Moline emergency visits were actually transferred to Trinity Rock Island for admission.  In 2016, there were 1,645 Trinity Moline emergency department visits that resulted in Trinity Rock Island admissions.  Part I Question VIII; E. (Page 9)       2 Additional ED treatments stations have been added that focus on Obstetrical patients.  Part I Question XII.A.1. (Page 11)       An additional general rad/fluoroscopy piece of equipment is included in the total this year, as uroscopy equipment in the OR has traditionally been overlooked as part of this reporting.  Page 11 A1 General Rad     In order to report general rad volumes without portables, Trinity has to rely on the room location entered by the technologist into the radiology information system.  There were 356 exams designated as portable for the room location.  Trinity’s financial system has no way of identifying portable vs fixed exams due to the conversion to EPIC and the requirement that a CPT code can only be utilized once.  Total exams (including portables) in 2016 were 22,682.  Part I Question XII 9a,b  (Page 11)    IMRT’s have now been bundled in with IGRT’s and we do not have a good way to break them apart.  Page 13 (Ultrasound Guided Breast Biopsy and Stereotactic Biopsy     We believe this field is asking for number of cases (ie.patients).  That is what has been provided.  (This is not the same as the number of Biopsy procedures as one patient could have had more than one biopsy done during an encounter.  Page 13 (Breast Imaging)  Mammo numbers do not match page 11 due to all mammo cases are not just screening/diagnostics.  We do localization/Biopsies, etc.  Part II #3 (Page 16)       Cost for Charity is for Moline Campus only.",,Ginger Renkiewicz,"Executive Vice President, Chief Operating Officer/Chief Nursing Executive",3/13/17,https://www.unitypoint.org/quadcities/community-health-assessment.aspx
3244,2016,UnityPoint Health - Trinity Rock Island,2701 17th Street,Rock Island,61201,10,C-05,Rock Island,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Ginger Renkiewicz,"Executive Vice President, chief Operating Officer/",309-779-5020,ginger.renkiewicz@unitypoint.org,3/13/17,Mike Nesseler,Data Analyst,309-779-2310,Mike.Nesseler@unitypoint.org,UnityPoint Health - Trinity Rock Island,UntiyPoint Health - Trinity,,,,"Part I Question II (Page 6)    Web address provided takes you to the CHNA Executive Summary and Community Health Improvement Plan.  Part I Question III Surgical Hours (Page 7)    Current IT platform has no way of calculating room turn time.  For the purpose of this survey, and average of 30 minutes per case has been added to factor in cleanup/set up of surgical cases.  Part I Question VII 2a,b,c (Page 9)    The utilization numbers submitted under this section only include 'Coronary' catheterization cases that are performed in the cath. labs, not any of the peripheral catheterizations performed within these labs.  Per the AHQ Conference call with IDPH on March 17,2010, we were directed to include any peripheral catheterizations or angiographies within the Angiography section listed on Page 8.  Part I Question VIII #D (Page 9)   We do not have a dedicated trauma OR room but we can have one available at short notice.  Part I Question VIII #F (Page 9)Number of ER Admits to the hospital.    It should be noted that the number populated on Page 9 reflects the number of admissions to Trinity Rock Island from Trinity Rock Island's Emergency Department. It does not include the 1,645 number of transfers for admission that originated at Trinity Moline's Emergency Department.  Part I Question XI (Page 10)    We provide our own lab service since 7/31/2016  Part I Question XII A.1  (Page 11)    An additional general rad/fluoroscopy piece of equipment is included in the total this year, as uroscopy equipment in the OR has traditionally been overlooked as part of this reporting.  Part II A1 General Rad    In order to report general rad volumes without portables, Trinity has to rely on the room location entered by the technologist into the radiology information system.  There were 7,811 exams designated as portable for the room location.  Trinity's financial system has no way of identifying portable vs fixed exams due to the conversion to EPIC and the requirement that a CPT code can only be utilized once.  Total exams (including portables) in 2016 were 41,960.  MRI Contract Section - These volumes reflect only the studies done on our hospital based patients,  Part I Question XII (Page 11)    Angiography Section Rock Island - Per the definitions provided by the state, this is to include all angiographies.  This note clarifies that we included all angiographies including those performed in the cath. lab, all CT Angiographies (CTAs) and all MR Angiographies (MRAs)in this section.  At the Rock Island campus, the volumes submitted within the Angiography section that fall under the contractual agreement heading are related to the MRAs since our MR machine is provided via a contractual agreement.  Additionally, we have entered '1' in the equipment line for Angiographies.  The equipment for the Angiographies are represented in the Catheterization section on P.9 (3 shared with cardiac), the CT Section (1 utilized for general CTs also and MRI Section (1 utilized for general MRIs also)  Part I Page 13 Lactation Specialist    Lactation specialty is available at Rock Island upon request but is physically located at Moline campus, where the Mother/Baby unit is located.    Cost for Charity is for Rock Island campus only.",,Ginger Renkiewicz,"Executive Vice President, Chief Operating Officer/Chief Nursing Executive",3/13/17,https://www.unitypoint.org/quadcities/community-health-assessment.aspx
3897,2016,University Of Chicago Medical Center,5841 South Maryland,Chicago,60637,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Sharon O'Keefe,President,773-702-8908,sharon.okeefe@uchospitals.edu,3/16/17,John R. Beberman,"Executive Director, Capital Budget & Control",773-702-1246,john.beberman@uchospitals.edu,The University of Chicago Medical Center,The University of Chicago Medical Center,,,,"Newborn Level 1 days are only days spent in the Newborn Level 1 Nursery.  There are additional Level 1 days spent in the LDR Suite (267) and in the mother's OB patient room (3,166).",,John R. Beberman,"Executive Director, Capital Budget & Control",3/16/17,http://www.uchospitals.edu/pdf/uch_047274.pdf
5280,2016,University of Illinois Hospital at Chicago,1740 West Taylor Avenue,Chicago,60612,6,A-02,Cook,Other Not For Profit (specify below),,,,General Hospital,,,,Dr. Avijit Ghosh,"CEO, Healthcare System",312-413-9446,ghosha@uic.edu,3/17/17,Shawn Albritton,"Assist Director, Business Plan/Decision Support",312-996-2559,albritto@uic.edu,State of Illinois,University of Illinois,Not Applicable,Not Applicable,Not Applicable,"Part 1, Question I: Inpatient Services Utilization – H (Acute Mental Illness Utilization)  The Adolescent unit is closed to DCFS admissions and is not open to the public.    Part I, Question VIII: Emergency/Trauma Care – F.   Trauma Visits and Trauma Admissions to Hospital: According to Illinois Department of Public Health Emergency Medical Systems and Highway Safety website, UIH is not listed as a trauma center and therefore does not have to report trauma visits and admissions.     Part II, Question 3:   Actual Cost of Services Provided to Charity Care inpatients and outpatients during your reported fiscal year: Per AHQ instructions, the reporting entity must report the actual cost of services provided based on the total cost to charge ratio derived from the hospital's Medicare cost report (CMS 2552-96 Worksheet C, Part 1, PPS Inpatient Ratios). Following those instructions, UIMCC’s reported total cost of services for inpatient and outpatient services is $7,763,913. UIMCC would like to indicate that on UIMCC’s audited financial statements for FY2016, the total cost of services provided to charity care was $9,788,000. The cost figure on the audited financial statement is different because it is calculated utilizing a cost accounting methodology which allocates full cost and is not derived from the cost to charge ratio from the Medicare Cost Report which includes only “allowable costs” as defined by the Medicare program",,Karishma Parekh,"Director, Business Planning and Decision Support",3/17/17,
5215,2016,Van Matre Rehabilitation Hospital,950 South Mulford Road,Rockford,61108-0730,1,B-01,Winnebago,Limited Liability Partnership,,,,,Rehabilitation Hospital,,,Kenneth Bowman,CEO,815-381-8548,Kenneth.bowman@healthsouth.com,3/13/17,Tim Anderson,CFO,815-381-8551,Timothy.Anderson2@healthsouth.com,HealthSouth LLC,Van Matre HealthSouth Rehab,,,,"Saving the document doesn't allow you to come back the next day and complete--its, basically, start all over again.",,Timothy S Anderson,CFO,3/13/17,
5694,2016,VHS West Suburban Medical Center,3 Erie Court,Oak Park,60302,7,A-06,Cook,For Profit Corporation,,,,,,,,Christopher Frysztak,CFO,708-763-2254,cfryszta@macneal.com,3/22/17,Christopher Frysztak,CFO,708-763-2254,cfryszta@macneal.com,VHS West Suburban Medical Center,VHS West Suburban Medical Center,,,,,,Kristin MacCallum,Director of Reimbursement,3/21/16,
5702,2016,VHS Westlake Hospital,1225 Lake Street,Melrose Park,60160,7,A-06,Cook,For Profit Corporation,,,,,,,,Christopher Frysztak,CFO,708-763-2254,cfryszta@macneal.com,3/17/17,Christopher Frysztak,CFO,708-763-2254,cfryszta@macneal.com,VHS Westlake Hospital,VHS Westlake Hospital,,,,,,Kristin MacCallum,Director of Reimbursement,3/17/17,
5900,2016,"Vibra Hospital of Springfield, LLC",701 North Walnut Street,Springfield,62702-4913,3,E-01,Sangamon,Limited Liability Company,,,Long-Term Acute Care Hospital (LTACH),General Hospital,,,,Charles Nordyke,Chief Executive Officer,217-747-7623,cnordyke@vibrahealth.com,5/12/17,Ann Stahel,Adminstrative Assistant,419-747-7600,astahel@vhspringfield.com,"Vibra Hospital of Springfield, LLC","Welltower, Inc. (Formerly HealthCare REIT)",,RehabCare,,,,Brett M Johnson,Chief Executive Officer,5/12/16,
5397,2016,Vista Medical Center East,1324 North Sheridan Road,Waukegan,60085,8,A-09,Lake,For Profit Corporation,,,,General Hospital,,,,Barbara Martin,President/CEO,847-360-3000,barbara_martin@quorumhealth.com,3/15/17,Heidar Thordarson,Interim CFO,847-360-4333 x5514,Heidar_Thordarson@QuorumHealth.com,QUORUM HEALTH CORPORATION,QUORUM HEALTH CORPORATION,,,EMER MEDICAL ASSOC AND ALIGN MD,,,Heidar Thordarson,Interim CFO,3/15/17,
5405,2016,Vista Medical Center West,2615 West Washington,Waukegan,60085,8,A-09,Lake,For Profit Corporation,,,,General Hospital,,,,Barbara Martin,President/CEO,847-360-3000,barbara_martin@quorumhealth.com,3/16/17,Heidar Thordarson,Interim CFO,847-360-4333 x5514,Heidar_Thordarson@QuorumHealth.com,Quorum Health Corporation,Quorum Health Corporation,,,Emergency Department Assoc/Align MD,,,Heidar Thordarson,Interim CFO,3/16/17,
2865,2016,Wabash General Hospital District,1418 College Drive,Mount Carmel,62863,5,F-03,Wabash,Hospital District,,Critical Access Hospital,,General Hospital,,,,J. J. PURVIS,President/CEO,618-263-6300,jpurvis@wabashgeneral.com,3/1/17,Stephen D. McGill,Vice President of Finance/CFO,618-263-6305,smcgill@wabashgeneral.com,Wabash General Hospital District,Wabash General Hospital District,,,Integritas Emergency Physician Services,,,Stephen D. McGill,Vice President of Finance/CFO,3/1/17,
1164,2016,Warner Hospital & Health Services,422 West White Street,Clinton,61727,4,D-04,DeWitt,City,,Critical Access Hospital,,General Hospital,,,,Paul Skowron,CEO,217-935-9571,paul.skowron@warnerhospital.org,3/17/17,Melissa White,Administrative Assistant,217-935-9571,melissa.white@warnerhospital.org,City of Clinton,City of Clinton,,Advanced Rehab,EPSS,,,Paul Skowron,CEO,3/17/17,
2899,2016,Washington County Hospital,705 South Grand Avenue,Nashville,62263,5,F-04,Washington,Hospital District,,Critical Access Hospital,,General Hospital,,,,Nancy M. Newby,C.E.O.,618-327-2201,nnewby@washingtoncountyhospital.org,3/13/17,Elaine Matzenbacher,C.F.O.,618-327-2207,ematzenbacher@WashingtonCountyHospital.org,Washington County Hospital District,Washington County Hospital District,,,MEDS,,,Elaine Matzenbacher,C.F.O.,3/13/17,
